Timestamp,Are you currently or have you ever been a dues-paying member of Chicago DSA or another chapter of DSA?,"How long have you been/were you a dues-paying member of Chicago DSA? 

Please approximate to the best of your ability or look up the exact date you joined DSA by following this link: https://proof.dsausa.org/card. 

If you have never been a dues-paying member of Chicago DSA, scroll to the bottom of the page and click ""Next"".","What territory branch do you belong to?

You can look up your territory branch by scrolling to the map on the bottom of this page: https://chicagodsa.org/chicago-dsa-territorial-branches/.","Have you been to any Chicago DSA events? 

If you have never been to a Chicago DSA event, select ""No"" below, then scroll to the bottom of the page and click ""Next"".","How many Chicago DSA events have you attended in the last 12 months?

Please estimate to the best of your ability.","When was the first event you attended?

Please estimate to the best of your ability.",What was the first Chicago DSA event you attended?,"Which of the following Chicago DSA activities have you participated in?

Please select all that apply.",How long was the period between your first Chicago DSA event and your second Chicago DSA event?,"Did you have one-on-one interactions, beyond the specific objectives of the meeting or activity, with anyone from the following groups before, during, or after your first meeting?

This question asks about deeper, more personal interactions that occurred beyond the stated purpose of the meeting or activity (i.e., interactions that took place outside of a political discussion, outside of addressing agenda items, etc.).","Were you contacted by anyone in the organization (by phone, text, or email) after you attended your first event?","During or after your first couple of events, were you assigned a specific task/action (e.g., tabling, making calls, specific reading) or explicitly invited to another Chicago DSA event?","Have you been involved in any of the following leadership activities within Chicago DSA? 

Select all that apply.","Have you trained others in leadership activities (e.g., canvassing training, meeting facilitation training, political education)?","If yes, please describe the leadership activities you've participated in:","How long (in years) have you lived in Cook County?

If you have lived here less than one year, input .25, .5, etc. If you moved away and later moved back, please sum the total number of years and input that number below.","On a scale of 1 (Not at all similar) to 5 (Extremely similar), how similar do you feel to the average Chicago DSA member?","On a scale of 1 (Not at all welcome) to 5 (Extremely welcome), how welcomed do you feel at Chicago DSA events?","What do you get out of, or hope to get out of, your involvement in Chicago DSA? Select all that apply.","To what extent do the following factors limit your ability to participate in Chicago DSA activities? (1 = Not at all a limit, 5 = A significant limit) [Childcare/domestic responsibilities]","To what extent do the following factors limit your ability to participate in Chicago DSA activities? (1 = Not at all a limit, 5 = A significant limit) [Limited free time]","To what extent do the following factors limit your ability to participate in Chicago DSA activities? (1 = Not at all a limit, 5 = A significant limit) [Schedule conflicts with Chicago DSA event times]","To what extent do the following factors limit your ability to participate in Chicago DSA activities? (1 = Not at all a limit, 5 = A significant limit) [Feeling overwhelmed by the work/organization]","To what extent do the following factors limit your ability to participate in Chicago DSA activities? (1 = Not at all a limit, 5 = A significant limit) [Feeling overwhelmed by the state of the country]","To what extent do the following factors limit your ability to participate in Chicago DSA activities? (1 = Not at all a limit, 5 = A significant limit) [General mental health (e.g., depression, anxiety, etc.)]","To what extent do the following factors limit your ability to participate in Chicago DSA activities? (1 = Not at all a limit, 5 = A significant limit) [Social anxiety (e.g., fear of not fitting in with Chicago DSA members, anxiety about working with others)]","To what extent do the following factors limit your ability to participate in Chicago DSA activities? (1 = Not at all a limit, 5 = A significant limit) [Safety concerns (personal or political)]","To what extent do the following factors limit your ability to participate in Chicago DSA activities? (1 = Not at all a limit, 5 = A significant limit) [Not interested in Chicago DSA]","If you indicated above that you feel overwhelmed by the work/organization, which of the following best describes why you feel overwhelmed regarding Chicago DSA activities/organization? 

Select all that apply.","Are there any other factors that impact your ability to participate in Chicago DSA activities? If so, please describe.",Is there anything else you think we should know about your experience with Chicago DSA that we haven't covered in this survey?,Which of the following best describes your racial identity? Select all that apply.,"What is your gender identity? 

Select all that apply.",What is your sexual orientation?,Which range best describes your total household income before taxes?,"To what extent do the following factors limit your ability to participate in Chicago DSA activities? (1 = Not at all a limit, 5 = A significant limit) [Chicago DSA's limited racial and ethnic diversity]","To what extent do the following factors limit your ability to participate in Chicago DSA activities? (1 = Not at all a limit, 5 = A significant limit) [Row 11]","To what extent do the following factors limit your ability to participate in Chicago DSA activities? (1 = Not at all a limit, 5 = A significant limit) [Physical accessibility of activities]","Do you identify as a person with a disability?

Select all that apply."
1/8/2026 18:53,"Yes, I am a current dues-paying member of Chicago DSA.",6 months to 1 year,West Cook,No,,,,,,,,,,,,2,3,4,"A sense of purpose/fighting for what's right, Building community/friendships, Making a political difference in Chicago, Political education and deepening my understanding of socialism and political theory",1 (Not at all a limit),4,5 (A significant limit),3,3,3,4,2,2,"I don't feel like I have much I can personally contribute to DSA., I feel ill-equipped or lack the necessary skills/knowledge., I have too many competing priorities and insufficient time to dedicate to Chicago DSA.","Distance & the scheduled events are usually at an inconvenient time during the week (i.e., weekday early evening when I’m just getting off work, making dinner, etc.)",,"White (e.g., European American, Anglo-Saxon, etc.)",Woman,Straight/Heterosexual,"$150,000 or more",,,,
1/8/2026 18:54,"Yes, I am a current dues-paying member of Chicago DSA.",Less than 6 months,North Side Blue Line,Yes,32,7/17/2025,Branch event,"Branch event, Committee meeting, Outreach/canvassing, Phone/text banking, Protest/rally, Strike support, Social event",Less than 1 week,"Yes, with a pre-existing dues-paying member, Yes, with a chapter/committee leader, Yes, with another new attendee/non-member",Yes,"Yes, I was given a task/action., Yes, I was invited to another specific event.",I have not engaged in any leadership activities within Chicago DSA.,No,,8.5,3,5,"A sense of purpose/fighting for what's right, Building community/friendships, Making a political difference in Chicago, Political education and deepening my understanding of socialism and political theory",1 (Not at all a limit),1 (Not at all a limit),4,1 (Not at all a limit),1 (Not at all a limit),1 (Not at all a limit),2,1 (Not at all a limit),1 (Not at all a limit),,,I wish there were a glossary of acronyms for groups/committees within the chapter ,"White (e.g., European American, Anglo-Saxon, etc.)",Man,Gay,"$25,000 to $49,999",,,,
1/8/2026 18:55,"Yes, I am a current dues-paying member of Chicago DSA.",Less than 6 months,North Side Blue Line,Yes,4,12/1/2025,Political education event,"Branch event, Committee meeting, Protest/rally, Political education event",1-4 weeks,"No, I didn't interact with anyone.",No,No.,I have not engaged in any leadership activities within Chicago DSA.,No,,20,3,4,"Building community/friendships, Making a political difference in Chicago, Networking/professional development, Political education and deepening my understanding of socialism and political theory, Training and experience as an organizer/activist",1 (Not at all a limit),2,2,2,2,2,2,1 (Not at all a limit),1 (Not at all a limit),"I feel ill-equipped or lack the necessary skills/knowledge., The organizational processes and structure are difficult to navigate.",,,"Asian or Asian American (e.g., Chinese, Japanese, Korean, Filipino, Vietnamese, Indian, Pakistani, etc.)",Man,Asexual,Prefer not to say,,,,
1/8/2026 18:56,"Yes, I am a current dues-paying member of Chicago DSA.",More than 5 years,North Side Red Line,No,,,,,,,,,,,,18,3,3,"A sense of purpose/fighting for what's right, Political education and deepening my understanding of socialism and political theory",3,3,1 (Not at all a limit),1 (Not at all a limit),1 (Not at all a limit),1 (Not at all a limit),3,1 (Not at all a limit),1 (Not at all a limit),,,,"White (e.g., European American, Anglo-Saxon, etc.)",Man,Straight/Heterosexual,"$50,000 to $74,999",,,,
1/8/2026 18:58,"Yes, I am a current dues-paying member of Chicago DSA.",More than a year,South Side,Yes,100,7/30/2022,What is CDSA?,"Branch event, Committee meeting, Executive or steering committee meeting, Outreach/canvassing, Phone/text banking, Protest/rally, Strike support, Social event, Political education event",1-4 weeks,"Yes, with a pre-existing dues-paying member, Yes, with a chapter/committee leader",No,No.,"Organized or facilitated meetings, events, or actions, Steering committee activities (Chair, Co-Chair, Secretary, Treasurer, etc.), Organized new member engagement (E.g., onboarding, follow-up calls)",Yes,"Canvassing training/field, CDSA 102",14,4,5,"A sense of purpose/fighting for what's right, Making a political difference in Chicago, Political education and deepening my understanding of socialism and political theory, Training and experience as an organizer/activist",1 (Not at all a limit),4,2,1 (Not at all a limit),1 (Not at all a limit),3,1 (Not at all a limit),1 (Not at all a limit),1 (Not at all a limit),I feel like our current Chicago DSA efforts/initiatives aren't having enough impact.,,,"White (e.g., European American, Anglo-Saxon, etc.)",Woman,Straight/Heterosexual,"$75,000 to $99,999",,,,
1/8/2026 18:58,"Yes, I am a current dues-paying member of Chicago DSA.",6 months to 1 year,North Side Red Line,Yes,3,4/1/2025,Branch event,"Branch event, Committee meeting, Protest/rally",1-3 months,"Yes, with a pre-existing dues-paying member, Yes, with a chapter/committee leader, Yes, with another new attendee/non-member",Yes,"Yes, I was invited to another specific event.",I have not engaged in any leadership activities within Chicago DSA.,No,,29,4,5,"Building community/friendships, Making a political difference in Chicago, Political education and deepening my understanding of socialism and political theory",1 (Not at all a limit),3,2,5 (A significant limit),2,3,1 (Not at all a limit),1 (Not at all a limit),1 (Not at all a limit),I feel ill-equipped or lack the necessary skills/knowledge.,,,"Black or African American (e.g., Haitian, Nigerian, Jamaican, African, etc.)",Man,Straight/Heterosexual,"$50,000 to $74,999",,,,
1/8/2026 19:01,"Yes, I am a current dues-paying member of Chicago DSA.",6 months to 1 year,West Cook,Yes,10,7/17/2025,Protest/rally,"Branch event, Protest/rally, Social event",1-4 weeks,"No, I didn't interact with anyone.",No,No.,I have not engaged in any leadership activities within Chicago DSA.,No,,0.5,3,3,"Building community/friendships, Making a political difference in Chicago, Political education and deepening my understanding of socialism and political theory",2,3,2,4,1 (Not at all a limit),1 (Not at all a limit),1 (Not at all a limit),1 (Not at all a limit),1 (Not at all a limit),"I feel like our current Chicago DSA efforts/initiatives aren't having enough impact., The organizational processes and structure are difficult to navigate.","The structure of CDSA is not conducive to members doing work or deciding what is important; it is the EC that is the defecto decision making body because branches are not empowered to act independently and GBM only happen once a quarter. Most decisions made in the chapter are done by the EC and the branches do not have the mandate to do their own work unless the entire chapter agrees once every three months. Which makes the chapter only act in reaction to the conditions in Chicago, we rarely if ever shape our conditions and touch our communities. 

The bureaucracy and structure of the chapter prevent members from being able to meaningfully engage with the chapter unless we are doing exactly what they want to do and even then if they don't make an infrequent meeting they miss out on participating. There is also very little outreach done so members don't know what we are doing and don't have any reason to engage with the chapter. We should be training our leaders to do listwork, and out reach after every meeting. Chapter leaders should be doing 1-on1s with new members/ all members in their branches. Branches should be doing political education so that when new members join we can develop them into socialists/deepen their politics so that they can then use their analysis to guide what we as a chapter should be doing to engage more of the working class. ",,"White (e.g., European American, Anglo-Saxon, etc.)",Man,Straight/Heterosexual,"Less than $25,000",,,,
1/8/2026 19:03,"Yes, I am a current dues-paying member of Chicago DSA.",Less than 6 months,North Side Blue Line,Yes,4,9/18/2025,Branch event,"Branch event, Outreach/canvassing",1-3 months,"Yes, with a pre-existing dues-paying member, Yes, with another new attendee/non-member",No,No.,I have not engaged in any leadership activities within Chicago DSA.,No,,0.25,3,5,"A sense of purpose/fighting for what's right, Building community/friendships, Making a political difference in Chicago, Training and experience as an organizer/activist",2,4,2,1 (Not at all a limit),1 (Not at all a limit),1 (Not at all a limit),1 (Not at all a limit),1 (Not at all a limit),1 (Not at all a limit),,Physical health (chronic fatigue),,"Latino, Latina, or Latine (Often defined by origin/culture in Latin American countries, including Brazil)",Woman,Asexual,"$50,000 to $74,999",,,,
1/8/2026 19:03,"Yes, I am a current dues-paying member of Chicago DSA.",More than 5 years,North Side Blue Line,Yes,0,6/12/2017,Branch event,"Branch event, Committee meeting, Executive or steering committee meeting, Outreach/canvassing, Phone/text banking, Protest/rally, Strike support, Social event, Political education event",Less than 1 week,"Yes, with a pre-existing dues-paying member, Yes, with a chapter/committee leader, Yes, with another new attendee/non-member",No,"Yes, I was given a task/action., Yes, I was invited to another specific event.","Organized or facilitated meetings, events, or actions, Steering committee activities (Chair, Co-Chair, Secretary, Treasurer, etc.), Organized new member engagement (E.g., onboarding, follow-up calls)",Yes,"Executive Committee for like 3 years or so, ran membership engagement work for a bit, worked on a couple of campaigns within the organization",34,4,2,"A sense of purpose/fighting for what's right, Making a political difference in Chicago",2,4,1 (Not at all a limit),2,1 (Not at all a limit),1 (Not at all a limit),2,2,3,"I feel like our current Chicago DSA efforts/initiatives aren't having enough impact., I have too many competing priorities and insufficient time to dedicate to Chicago DSA.",There are still a lot of formal or informal chapter leaders who played a very negative role politically and interpersonally when I was last involved in 2019/2020. It's been a real blocker to me getting back involved or trusting people who are still involved.,,"White (e.g., European American, Anglo-Saxon, etc.)",Man,Straight/Heterosexual,"$150,000 or more",,,,
1/8/2026 19:04,"No, I have never been a dues-paying member of any chapter of DSA.",I have never been dues-paying member of Chicago DSA.,North Side Blue Line,No,0,,,,,,,,I have not engaged in any leadership activities within Chicago DSA.,No,,15,2,3,Making a political difference in Chicago,1 (Not at all a limit),1 (Not at all a limit),2,3,3,2,3,2,1 (Not at all a limit),"I don't feel like I have much I can personally contribute to DSA., I feel ill-equipped or lack the necessary skills/knowledge., The pace of change or the volume of information related to Chicago DSA is too high.",,,"Southwest Asian and North African (SWANA) (e.g., Iranian, Egyptian, Lebanese, Moroccan, Turkish, etc.)",Woman,Straight/Heterosexual,"$50,000 to $74,999",,,,
1/8/2026 19:06,"No, I have never been a dues-paying member of any chapter of DSA.",I have never been dues-paying member of Chicago DSA.,,No,,,,,,,,,,,,34,3,3,"A sense of purpose/fighting for what's right, Making a political difference in Chicago, Political education and deepening my understanding of socialism and political theory",1 (Not at all a limit),3,5 (A significant limit),2,5 (A significant limit),4,4,2,1 (Not at all a limit),"I don't feel like I have much I can personally contribute to DSA., I feel ill-equipped or lack the necessary skills/knowledge., I have too many competing priorities and insufficient time to dedicate to Chicago DSA.",,,"White (e.g., European American, Anglo-Saxon, etc.)",Woman,Straight/Heterosexual,"$75,000 to $99,999",,,,
1/8/2026 19:06,"No, I have never been a dues-paying member of any chapter of DSA.",I have never been dues-paying member of Chicago DSA.,,Yes,0,9/1/2018,Branch event,"Branch event, Protest/rally, Strike support",More than 6 months,"No, I didn't interact with anyone.",Yes,No.,I have not engaged in any leadership activities within Chicago DSA.,Yes,Election Judge for the last 5 elections.,10,4,5,Making a political difference in Chicago,1 (Not at all a limit),4,3,2,3,2,1 (Not at all a limit),1 (Not at all a limit),1 (Not at all a limit),,Just my time.,,"White (e.g., European American, Anglo-Saxon, etc.)",Man,Straight/Heterosexual,"$25,000 to $49,999",,,,
1/8/2026 19:06,"Yes, I’ve been a dues-paying member of Chicago DSA in the past, but I am not a dues-paying member currently.",6 months to 1 year,North Side Red Line,Yes,12,11/14/2024,New member meeting,"Branch event, Committee meeting, Executive or steering committee meeting, Outreach/canvassing, Protest/rally, Social event, Political education event",,"Yes, with a pre-existing dues-paying member",No,"Yes, I was invited to another specific event.","Organized or facilitated meetings, events, or actions, Steering committee activities (Chair, Co-Chair, Secretary, Treasurer, etc.)",Yes,I was a member of the Electoral working Group steering committee and organized a candidate forum in conjunction with the west suburban branch.,29,3,1,"Making a political difference in Chicago, Networking/professional development, Training and experience as an organizer/activist",1 (Not at all a limit),5 (A significant limit),5 (A significant limit),5 (A significant limit),1 (Not at all a limit),3,1 (Not at all a limit),1 (Not at all a limit),1 (Not at all a limit),"I feel like our current Chicago DSA efforts/initiatives aren't having enough impact., The organizational processes and structure are difficult to navigate., The pace of change or the volume of information related to Chicago DSA is too high.","It is very clear the chapter is immensely cliqueish with the main clique being in a political bubble. Extremism is rewarded extensively. Being a moderate is frowned upon. 

I genuinely found unless I agreed with a certain segment’s political whims I could never get anything done.

Mind how poorly organized the internals are.

I would love to rejoin, but only after the caucus clique lets new ideas actually take shape.","There were way too many meetings and socials. Like an excessive amount. And they were always at weird and inconvenient times.

I joined DSA to do political work. But it felt like a social club of people I genuinely despised or found vapid and boring. It was driving me bonkers to force myself to try and create friendships with people….I didn’t like being around. It’s ok to not be friends with everyone and focus on the work. But that’s the thing, it was never about the work. It felt like it was about being “a good leftist” like being in a specific social club.

Oh and do look into Alan Maass in education. He covered up a rape in his prior organization, to his own admission.","White (e.g., European American, Anglo-Saxon, etc.)","Transgender Woman/Transfeminine, Woman",Straight/Heterosexual,"$25,000 to $49,999",,,,
